"","Movie_Title","Action","Animation","Mystery","Comedy","Drama","Family","Horror","Romance","Thriller","Adventure","SciFi"
"1116","16 Blocks",1,0,0,0,1,0,0,0,1,0,0
"1117","Babylon A.D.",1,0,0,0,0,0,0,0,1,1,1
"1118","The Glimmer Man",1,0,0,1,1,0,0,0,1,0,0
"1119","Multiplicity",0,0,0,1,0,0,0,1,0,0,1
"1120","Aliens in the Attic",0,0,0,1,0,1,0,0,0,1,1
"1121","The Pledge",0,0,1,0,1,0,0,0,1,0,0
"1122","The Producers",0,0,0,1,0,0,0,0,0,0,0
"1123","Dredd",1,0,0,0,0,0,0,0,0,0,1
"1124","The Phantom",1,0,0,1,0,0,0,0,0,1,0
"1125","All the Pretty Horses",0,0,0,0,1,0,0,1,0,0,0
"1126","Nixon",0,0,0,0,1,0,0,0,0,0,0
"1127","The Ghost Writer",0,0,1,0,0,0,0,0,1,0,0
"1128","Deep Rising",1,0,0,0,0,0,1,0,0,1,1
"1129","Miracle at St. Anna",1,0,0,0,1,0,0,0,1,0,0
"1130","Curse of the Golden Flower",0,0,0,0,1,0,0,1,0,0,0
"1131","Bangkok Dangerous",1,0,0,0,0,0,0,0,1,0,0
"1132","Big Trouble",0,0,0,1,0,0,0,0,1,0,0
"1133","Love in the Time of Cholera",0,0,0,0,1,0,0,1,0,0,0
"1134","The Returned            ",0,0,1,0,1,0,1,0,0,0,0
"1135","Shadow Conspiracy",1,0,0,0,0,0,0,0,1,0,0
"1136","Johnny English Reborn",1,0,0,1,0,0,0,0,0,1,0
"1137","Foodfight!",1,1,0,1,0,1,0,0,0,0,0
"1138","Argo",0,0,0,0,1,0,0,0,1,0,0
"1139","The Fugitive",1,0,1,0,1,0,0,0,1,1,0
"1140","The Bounty Hunter",1,0,0,1,0,0,0,1,0,0,0
"1141","Sleepers",0,0,0,0,1,0,0,0,1,0,0
"1142","Rambo: First Blood Part II",1,0,0,0,0,0,0,0,1,1,0
"1143","The Juror",0,0,0,0,1,0,0,0,1,0,0
"1144","Pinocchio",0,1,0,0,0,1,0,0,0,0,0
"1145","Heaven's Gate",0,0,0,0,1,0,0,0,0,1,0
"1146","Underworld: Evolution",1,0,0,0,0,0,0,0,1,1,1
"1147","Victor Frankenstein",0,0,0,0,1,0,1,0,1,0,1
"1148","Finding Forrester",0,0,0,0,1,0,0,0,0,0,0
"1149","28 Days",0,0,0,1,1,0,0,0,0,0,0
"1150","Unleashed",1,0,0,0,1,0,0,0,1,0,0
"1151","The Sweetest Thing",0,0,0,1,0,0,0,1,0,0,0
"1152","The Firm",0,0,1,0,1,0,0,0,1,0,0
"1153","Charlie St. Cloud",0,0,0,0,1,0,0,1,0,0,0
"1154","The Mechanic",1,0,0,0,0,0,0,0,1,0,0
"1155","21 Jump Street",1,0,0,1,0,0,0,0,0,0,0
"1156","Notting Hill",0,0,0,1,1,0,0,1,0,0,0
"1157","Chicken Run",0,1,0,1,1,1,0,0,0,1,0
"1158","Along Came Polly",0,0,0,1,0,0,0,1,0,0,0
"1159","Boomerang",0,0,0,1,1,0,0,1,0,0,0
"1160","The Heat",1,0,0,1,0,0,0,0,0,0,0
"1161","Cleopatra",0,0,0,0,1,0,0,1,0,0,0
"1162","Here Comes the Boom",1,0,0,1,0,0,0,0,0,0,0
"1163","High Crimes",0,0,1,0,1,0,0,0,1,0,0
"1164","The Mirror Has Two Faces",0,0,0,1,1,0,0,1,0,0,0
"1165","The Mothman Prophecies",0,0,1,0,1,0,1,0,1,0,0
"1166","Brí_no",0,0,0,1,0,0,0,0,0,0,0
"1167","Licence to Kill",1,0,0,0,0,0,0,0,1,1,0
"1168","Red Riding Hood",0,0,1,0,0,0,1,0,1,0,0
"1169","15 Minutes",1,0,0,0,1,0,0,0,1,0,0
"1170","Super Mario Bros.",0,0,0,1,0,1,0,0,0,1,1
"1171","Lord of War",0,0,0,0,1,0,0,0,1,0,0
"1172","Hero",1,0,0,0,0,0,0,0,0,1,0
"1173","One for the Money",1,0,0,1,0,0,0,1,1,0,0
"1174","The Interview",0,0,0,1,0,0,0,0,0,0,0
"1175","The Warrior's Way",1,0,0,0,0,0,0,0,0,0,0
"1176","McHale's Navy            ",0,0,0,1,0,0,0,0,0,0,0
"1177","Micmacs",1,0,0,1,0,0,0,0,0,0,0
"1178","8 Mile",0,0,0,0,1,0,0,0,0,0,0
"1179","Animal Kingdom: Let's go Ape",0,1,0,1,0,1,0,0,0,1,0
"1180","A Knight's Tale",1,0,0,0,0,0,0,1,0,1,0
"1181","The Medallion",1,0,0,1,0,0,0,0,0,0,0
"1182","The Sixth Sense",0,0,1,0,1,0,0,0,1,0,0
"1183","Man on a Ledge",1,0,0,0,0,0,0,0,1,0,0
"1184","The Big Year",0,0,0,1,0,0,0,0,0,0,0
"1185","The Karate Kid",1,0,0,0,1,1,0,0,0,0,0
"1186","American Hustle",0,0,0,0,1,0,0,0,0,0,0
"1187","The Proposal",0,0,0,1,1,0,0,1,0,0,0
"1188","Double Jeopardy",0,0,1,0,0,0,0,0,1,0,0
"1189","Back to the Future Part II",0,0,0,1,0,0,0,0,0,1,1
"1190","Lucy",1,0,0,0,0,0,0,0,1,0,1
"1191","Fifty Shades of Grey",0,0,0,0,1,0,0,1,0,0,0
"1192","Spy Kids 3-D: Game Over",1,0,0,1,0,1,0,0,0,1,1
"1193","A Time to Kill",0,0,0,0,1,0,0,0,1,0,0
"1194","Cheaper by the Dozen",0,0,0,1,0,1,0,0,0,0,0
"1195","Lone Survivor",1,0,0,0,1,0,0,0,1,0,0
"1196","A League of Their Own",0,0,0,1,1,0,0,0,0,0,0
"1197","The Conjuring 2",0,0,1,0,0,0,1,0,1,0,0
"1198","The Social Network",0,0,0,0,1,0,0,0,0,0,0
"1199","He's Just Not That Into You",0,0,0,1,1,0,0,1,0,0,0
"1200","Scary Movie 4",0,0,0,1,0,0,0,0,0,0,0
"1201","Scream 3",0,0,1,0,0,0,1,0,0,0,0
"1202","Back to the Future Part III",0,0,0,1,0,0,0,0,0,1,1
"1203","Get Hard",0,0,0,1,0,0,0,0,0,0,0
"1204","Bram Stoker's Dracula",0,0,0,0,0,0,1,1,0,0,0
"1205","Julie & Julia",0,0,0,0,1,0,0,1,0,0,0
"1206","42",0,0,0,0,1,0,0,0,0,0,0
"1207","The Talented Mr. Ripley",0,0,0,0,1,0,0,0,1,0,0
"1208","Dumb and Dumber To",0,0,0,1,0,0,0,0,0,0,0
"1209","Eight Below",0,0,0,0,1,1,0,0,0,1,0
"1210","The Intern",0,0,0,1,1,0,0,0,0,0,0
"1211","Ride Along 2",1,0,0,1,0,0,0,0,0,0,0
"1212","The Last of the Mohicans",1,0,0,0,1,0,0,1,0,1,0
"1213","Ray",0,0,0,0,1,0,0,0,0,0,0
"1214","Sin City",0,0,0,0,0,0,0,0,1,0,0
"1215","Vantage Point",0,0,1,0,1,0,0,0,1,0,0
"1216","I Love You, Man",0,0,0,1,0,0,0,1,0,0,0
"1217","Shallow Hal",0,0,0,1,1,0,0,1,0,0,0
"1218","JFK",0,0,0,0,1,0,0,0,1,0,0
"1219","Big Momma's House 2",0,0,0,1,0,0,0,0,0,0,0
"1220","The Mexican",0,0,0,1,0,0,0,1,0,1,0
"1221","Unbroken",0,0,0,0,1,0,0,0,0,0,0
"1222","17 Again",0,0,0,1,1,1,0,1,0,0,0
"1223","The Other Woman",0,0,0,1,0,0,0,1,0,0,0
"1224","The Final Destination",0,0,0,0,0,0,1,0,0,0,0
"1225","Bridge of Spies",0,0,0,0,1,0,0,0,1,0,0
"1226","Behind Enemy Lines",1,0,0,0,1,0,0,0,1,0,0
"1227","Get Him to the Greek",0,0,0,1,0,0,0,0,0,0,0
"1228","Shall We Dance",0,0,0,1,1,0,0,1,0,0,0
"1229","Small Soldiers",1,0,0,1,0,1,0,0,0,1,1
"1230","Spawn",1,0,0,0,0,0,1,0,0,0,0
"1231","The Count of Monte Cristo",1,0,0,0,1,0,0,1,1,1,0
"1232","The Lincoln Lawyer",0,0,0,0,1,0,0,0,1,0,0
"1233","Unknown",1,0,1,0,0,0,0,0,1,0,0
"1234","The Prestige",0,0,1,0,1,0,0,0,1,0,1
"1235","Horrible Bosses 2",0,0,0,1,0,0,0,0,0,0,0
"1236","Escape from Planet Earth",0,1,0,1,0,1,0,0,0,1,1
"1237","Apocalypto",1,0,0,0,1,0,0,0,1,1,0
"1238","The Living Daylights",1,0,0,0,0,0,0,0,1,1,0
"1239","Predators",1,0,0,0,0,0,0,0,1,1,1
"1240","Legal Eagles",0,0,0,1,0,0,0,1,0,0,0
"1241","Secret Window",0,0,1,0,0,0,0,0,1,0,0
"1242","The Lake House",0,0,0,0,1,0,0,1,0,0,0
"1243","The Skeleton Key",0,0,1,0,0,0,1,0,1,0,0
"1244","The Odd Life of Timothy Green",0,0,0,1,1,1,0,0,0,0,0
"1245","Made of Honor",0,0,0,1,0,0,0,1,0,0,0
"1246","Jersey Boys",0,0,0,0,1,0,0,0,0,0,0
"1247","The Rainmaker",0,0,0,0,1,0,0,0,1,0,0
"1248","Gothika",0,0,1,0,0,0,1,0,1,0,0
"1249","Amistad",0,0,0,0,1,0,0,0,0,0,0
"1250","Medicine Man",0,0,0,0,1,0,0,1,0,1,0
"1251","Aliens vs. Predator: Requiem",1,0,0,0,0,0,1,0,1,0,1
"1252","RiŒ¢hie RiŒ¢h",0,0,0,1,0,1,0,0,0,0,0
"1253","Autumn in New York",0,0,0,0,1,0,0,1,0,0,0
"1254","Music and Lyrics",0,0,0,1,0,0,0,1,0,0,0
"1255","Paul",0,0,0,1,0,0,0,0,0,1,1
"1256","The Guilt Trip",0,0,0,1,1,0,0,0,0,0,0
"1257","Scream 4",0,0,1,0,0,0,1,0,0,0,0
"1258","8MM",0,0,1,0,0,0,0,0,1,0,0
"1259","The Doors",0,0,0,0,1,0,0,0,0,0,0
"1260","Sex Tape",0,0,0,1,0,0,0,0,0,0,0
"1261","Hanging Up",0,0,0,1,1,0,0,0,0,0,0
"1262","Final Destination 5",0,0,0,0,0,0,1,0,0,0,0
"1263","Mickey Blue Eyes",0,0,0,1,0,0,0,1,0,0,0
"1264","Pay It Forward",0,0,0,0,1,0,0,0,0,0,0
"1265","Fever Pitch",0,0,0,1,1,0,0,1,0,0,0
"1266","Arthur            ",0,1,0,1,0,1,0,0,0,0,0
"1267","Drillbit Taylor",0,0,0,1,1,0,0,0,0,0,0
"1268","A Million Ways to Die in the West",0,0,0,1,0,0,0,0,0,0,0
"1269","The Shadow",1,0,1,0,0,0,0,0,1,1,0
"1270","Extremely Loud & Incredibly Close",0,0,1,0,1,0,0,0,0,1,0
"1271","Morning Glory",0,0,0,1,1,0,0,1,0,0,0
"1272","Get Rich or Die Tryin'",0,0,0,0,1,0,0,0,0,0,0
"1273","The Art of War",1,0,0,0,0,0,0,0,1,1,0
"1274","Rent",0,0,0,0,1,0,0,1,0,0,0
"1275","Bless the Child",0,0,0,0,1,0,1,0,1,0,0
"1276","The Out-of-Towners",0,0,0,1,0,0,0,0,0,0,0
"1277","The Island of Dr. Moreau",0,0,0,0,0,0,1,0,1,0,1
"1278","The Musketeer",1,0,0,0,0,0,0,1,0,1,0
"1279","The Other Boleyn Girl",0,0,0,0,1,0,0,1,0,0,0
"1280","Sweet November",0,0,0,0,1,0,0,1,0,0,0
"1281","The Reaping",0,0,0,0,0,0,1,0,1,0,0
"1282","Mean Streets",0,0,0,0,1,0,0,1,1,0,0
"1283","Renaissance Man",0,0,0,1,1,0,0,0,0,0,0
"1284","Colombiana",1,0,0,0,1,0,0,0,1,0,0
"1285","The Magic Sword: Quest for Camelot",0,1,0,1,1,1,0,0,0,1,0
"1286","City by the Sea",0,0,1,0,1,0,0,0,1,0,0
"1287","At First Sight",0,0,0,0,1,0,0,1,0,0,0
"1288","Torque",1,0,0,1,0,0,0,0,0,0,0
"1289","City Hall",0,0,0,0,1,0,0,0,1,0,0
"1290","Showgirls",0,0,0,0,1,0,0,0,0,0,0
"1291","Marie Antoinette",0,0,0,0,1,0,0,1,0,0,0
"1292","Kiss of Death",1,0,0,0,0,0,0,0,1,0,0
"1293","Get Carter",1,0,0,0,1,0,0,0,1,0,0
"1294","The Impossible",0,0,0,0,1,0,0,0,1,0,0
"1295","Ishtar",1,0,0,1,0,0,0,0,1,1,0
"1296","Fantastic Mr. Fox",0,1,0,1,0,1,0,0,0,1,0
"1297","Life or Something Like It",0,0,0,1,0,0,0,1,0,0,0
"1298","Memoirs of an Invisible Man",0,0,0,1,0,0,0,1,1,0,1
"1299","Amí©lie",0,0,0,1,0,0,0,1,0,0,0
"1300","New York Minute",0,0,0,1,0,1,0,1,0,0,0
"1301","Alfie",0,0,0,1,1,0,0,1,0,0,0
"1302","Big Miracle",0,0,0,0,1,0,0,1,0,0,0
"1303","The Deep End of the Ocean",0,0,0,0,1,0,0,0,0,0,0
"1304","Feardotcom",0,0,0,0,0,0,1,0,1,0,0
"1305","Cirque du Freak: The Vampire's Assistant",1,0,0,0,0,0,0,0,1,1,0
"1306","Victor Frankenstein",0,0,0,0,1,0,1,0,1,0,1
"1307","Duplex",0,0,0,1,0,0,0,0,0,0,0
"1308","Soul Men",0,0,0,1,1,0,0,0,0,0,0
"1309","Raise the Titanic",1,0,0,0,1,0,0,0,1,1,0
"1310","Universal Soldier: The Return",1,0,0,0,0,0,0,0,0,0,1
"1311","Pandorum",1,0,1,0,0,0,1,0,1,0,1
"1312","Impostor",0,0,1,0,1,0,0,0,1,0,1
"1313","Extreme Ops",1,0,0,0,0,0,0,0,1,1,0
"1314","Just Visiting",0,0,0,1,0,0,0,0,0,0,1
"1315","Sunshine",0,0,0,0,0,0,0,0,1,1,1
"1316","A Thousand Words",0,0,0,1,1,0,0,0,0,0,0
"1317","Delgo",0,1,0,1,0,0,0,1,0,1,0
"1318","The Gunman",1,0,1,0,1,0,0,0,1,0,0
"1319","Alex Rider: Operation Stormbreaker",1,0,0,0,0,1,0,0,1,1,0
"1320","Disturbia",0,0,1,0,1,0,0,0,1,0,0
"1321","Hackers",0,0,0,1,1,0,0,0,1,0,0
"1322","The Hunting Party",0,0,0,1,1,0,0,1,1,1,0
"1323","The Hudsucker Proxy",0,0,0,1,0,0,0,0,0,0,0
"1324","The Warlords",1,0,0,0,1,0,0,1,0,0,0
"1325","Nomad: The Warrior",0,0,0,0,1,0,0,0,0,0,0
"1326","Snowpiercer",1,0,0,0,1,0,0,0,1,0,1
"1327","A Monster in Paris",0,1,0,1,0,0,0,1,0,1,0
"1328","The Last Shot",0,0,0,1,0,0,0,0,0,0,0
"1329","The Crow",1,0,0,0,1,0,0,0,0,0,0
"1330","Baahubali: The Beginning",1,0,0,0,1,0,0,0,0,1,0
"1331","The Time Traveler's Wife",0,0,0,0,1,0,0,1,0,0,1
"1332","Because I Said So",0,0,0,1,0,0,0,1,0,0,0
"1333","The Fast and the Furious",1,0,0,0,0,0,0,0,1,0,0
"1334","Frankenweenie",0,1,0,1,0,1,1,0,0,0,1
"1335","Serenity",1,0,0,0,0,0,0,0,1,1,1
"1336","Against the Ropes",0,0,0,0,1,0,0,1,0,0,0
"1337","Superman III",1,0,0,1,0,0,0,0,0,0,1
"1338","Grudge Match",0,0,0,1,0,0,0,0,0,0,0
"1339","Red Cliff",1,0,0,0,1,0,0,0,0,1,0
"1340","Sweet Home Alabama",0,0,0,1,0,0,0,1,0,0,0
"1341","The Ugly Truth",0,0,0,1,0,0,0,1,0,0,0
"1342","Sgt. Bilko",0,0,0,1,0,0,0,0,0,0,0
"1343","Spy Kids 2: Island of Lost Dreams",1,0,0,1,0,1,0,0,0,1,1
"1344","Star Trek: Generations",1,0,1,0,0,0,0,0,1,1,1
"1345","The Grandmaster",1,0,0,0,1,0,0,0,0,0,0
"1346","Water for Elephants",0,0,0,0,1,0,0,1,0,0,0
"1347","3rd Rock from the Sun            ",0,0,0,1,0,1,0,0,0,0,1
"1348","Dragon Nest: Warriors' Dawn",0,1,0,0,0,1,0,0,0,1,0
"1349","The Hurricane",0,0,0,0,1,0,0,0,0,0,0
"1350","Enough",0,0,0,0,1,0,0,0,1,0,0
"1351","Heartbreakers",0,0,0,1,0,0,0,1,0,0,0
"1352","Paul Blart: Mall Cop 2",1,0,0,1,0,0,0,0,0,0,0
"1353","Angel Eyes",0,0,0,0,1,0,0,1,0,0,0
"1354","Joe Somebody",0,0,0,1,1,0,0,0,0,0,0
"1355","The Ninth Gate",0,0,1,0,0,0,0,0,1,0,0
"1356","Extreme Measures",0,0,1,0,1,0,0,0,1,0,0
"1357","Rock Star",0,0,0,0,1,0,0,0,0,0,0
"1358","Precious",0,0,0,0,1,0,0,0,0,0,0
"1359","White Squall",0,0,0,0,1,0,0,0,0,1,0
"1360","The Thing",0,0,1,0,0,0,1,0,0,0,1
"1361","Riddick",1,0,0,0,0,0,0,0,1,0,1
"1362","Switchback",0,0,1,0,0,0,0,0,1,0,0
"1363","Texas Rangers",1,0,0,0,1,0,0,0,1,1,0
"1364","City of Ember",0,0,0,0,0,1,0,0,0,1,1
"1365","The Master",0,0,0,0,1,0,0,0,0,0,0
"1366","Virgin Territory",0,0,0,1,0,0,0,1,0,1,0
"1367","The Express",0,0,0,0,1,0,0,0,0,0,0
"1368","The 5th Wave",1,0,0,0,0,0,0,0,1,1,1
"1369","Creed",0,0,0,0,1,0,0,0,0,0,0
"1370","The Town",0,0,0,0,1,0,0,0,1,0,0
"1371","What to Expect When You're Expecting",0,0,0,1,1,0,0,1,0,0,0
"1372","Burn After Reading",0,0,0,1,1,0,0,0,0,0,0
"1373","Nim's Island",0,0,0,1,0,1,0,0,0,1,0
"1374","Rush",1,0,0,0,1,0,0,0,0,0,0
"1375","Magnolia",0,0,0,0,1,0,0,0,0,0,0
"1376","Cop Out",1,0,0,1,0,0,0,0,0,0,0
"1377","How to Be Single",0,0,0,1,0,0,0,1,0,0,0
"1378","Dolphin Tale",0,0,0,0,1,1,0,0,0,0,0
"1379","Twilight",0,0,0,0,1,0,0,1,0,0,0
"1380","John Q",0,0,0,0,1,0,0,0,1,0,0
"1381","Blue Streak",1,0,0,1,0,0,0,0,1,0,0
"1382","We're the Millers",0,0,0,1,0,0,0,0,0,0,0
"1383","Obitaemyy ostrov",1,0,0,0,0,0,0,0,0,1,1
"1384","Breakdown",1,0,1,0,1,0,0,0,1,0,0
"1385","Never Say Never Again",1,0,0,0,0,0,0,0,1,1,0
"1386","Hot Tub Time Machine",0,0,0,1,0,0,0,0,0,0,1
"1387","Dolphin Tale 2",0,0,0,0,1,1,0,0,0,0,0
"1388","Reindeer Games",1,0,0,0,1,1,0,1,1,1,0
"1389","A Man Apart",1,0,0,0,1,0,0,0,1,0,0
"1390","Aloha",0,0,0,1,1,0,0,1,0,0,0
"1391","Ghosts of Mississippi",0,0,0,0,1,0,0,0,0,0,0
"1392","Snow Falling on Cedars",0,0,1,0,1,0,0,1,1,0,0
"1393","The Rite",0,0,1,0,1,0,1,0,1,0,0
"1394","Gattaca",0,0,0,0,1,0,0,0,1,0,1
"1395","Isn't She Great",0,0,0,1,0,0,0,1,0,0,0
"1396","Space Chimps",0,1,0,1,0,1,0,0,0,1,1
"1397","Head of State",0,0,0,1,0,0,0,0,0,0,0
"1398","The Hangover",0,0,0,1,0,0,0,0,0,0,0
"1399","Ip Man 3",1,0,0,0,1,0,0,0,0,0,0
"1400","Austin Powers: The Spy Who Shagged Me",1,0,0,1,0,0,0,0,0,1,0
"1401","Batman",1,0,0,0,0,0,0,0,0,1,0
"1402","There Be Dragons",0,0,0,0,1,0,0,0,0,0,0
"1403","Lethal Weapon 3",1,0,0,0,0,0,0,0,1,0,0
"1404","The Blind Side",0,0,0,0,1,0,0,0,0,0,0
"1405","Rush Hour            ",1,0,0,1,0,0,0,0,0,0,0
"1406","Spy Kids",1,0,0,1,0,1,0,0,0,1,1
"1407","Horrible Bosses",0,0,0,1,0,0,0,0,0,0,0
"1408","True Grit",0,0,0,0,1,0,0,0,0,1,0
"1409","The Devil Wears Prada",0,0,0,1,1,0,0,1,0,0,0
"1410","Star Trek: The Motion Picture",0,0,1,0,0,0,0,0,0,1,1
"1411","Identity Thief",0,0,0,1,0,0,0,0,0,0,0
"1412","Cape Fear",0,0,0,0,0,0,0,0,1,0,0
"1413","21",0,0,0,0,1,0,0,0,1,0,0
"1414","Trainwreck",0,0,0,1,0,0,0,1,0,0,0
"1415","Guess Who",0,0,0,1,0,0,0,1,0,0,0
"1416","The English Patient",0,0,0,0,1,0,0,1,0,0,0
"1417","L.A. Confidential",0,0,1,0,1,0,0,0,1,0,0
"1418","Sky High",0,0,0,1,0,1,0,0,0,1,1
"1419","In & Out",0,0,0,1,0,0,0,0,0,0,0
"1420","Species",1,0,0,0,0,0,1,0,1,0,1
"1421","A Nightmare on Elm Street",0,0,0,0,0,0,1,0,0,0,0
"1422","The Cell",0,0,0,0,0,0,1,0,1,0,1
"1423","The Man in the Iron Mask",1,0,0,0,0,0,0,0,0,1,0
"1424","Secretariat",0,0,0,0,1,1,0,0,0,0,0
"1425","TMNT",1,1,0,1,0,1,0,0,0,1,1
"1426","Radio",0,0,0,0,1,0,0,0,0,0,0
"1427","Friends with Benefits",0,0,0,1,0,0,0,1,0,0,0
"1428","Neighbors 2: Sorority Rising",0,0,0,1,0,0,0,0,0,0,0
"1429","Saving Mr. Banks",0,0,0,1,1,0,0,0,0,0,0
"1430","Malcolm X",0,0,0,0,1,0,0,1,0,0,0
"1431","This Is 40",0,0,0,1,0,0,0,0,0,0,0
"1432","Old Dogs",0,0,0,1,0,1,0,0,0,0,0
"1433","Underworld: Rise of the Lycans",1,0,0,0,0,0,0,0,1,1,1
"1434","License to Wed",0,0,0,1,0,0,0,1,0,0,0
"1435","The Benchwarmers",0,0,0,1,0,0,0,1,0,0,0
"1436","Must Love Dogs",0,0,0,1,0,0,0,1,0,0,0
"1437","Donnie Brasco",0,0,0,0,1,0,0,0,0,0,0
"1438","Resident Evil",1,0,0,0,0,0,1,0,0,0,1
"1439","Poltergeist",0,0,0,0,0,0,1,0,0,0,0
"1440","The Ladykillers",0,0,0,1,0,0,0,0,1,0,0
"1441","Max Payne",1,0,1,0,1,0,0,0,1,0,0
"1442","In Time",1,0,0,0,0,0,0,0,1,0,1
"1443","The Back-up Plan",0,0,0,1,0,0,0,1,0,0,0
"1444","Something Borrowed",0,0,0,1,1,0,0,1,0,0,0
"1445","Hit the Floor            ",0,0,0,0,1,0,0,1,0,0,0
"1446","Black Knight",0,0,0,1,0,0,0,0,0,1,0
"1447","The Bad News Bears",0,0,0,1,1,1,0,0,0,0,0
"1448","Street Fighter",1,0,0,1,0,0,0,0,1,1,0
"1449","The Pianist",0,0,0,0,1,0,0,0,0,0,0
"1450","From Hell",0,0,1,0,0,0,1,0,1,0,0
"1451","The Nativity Story",0,0,0,0,1,1,0,0,0,0,0
"1452","House of Wax",0,0,0,0,0,0,1,0,0,0,0
"1453","Closer",0,0,0,0,1,0,0,1,0,0,0
"1454","J. Edgar",0,0,0,0,1,0,0,0,0,0,0
"1455","Mirrors",0,0,1,0,0,0,1,0,0,0,0
"1456","Queen of the Damned",0,0,0,0,1,0,1,0,0,0,0
"1457","Predator 2",1,0,0,0,0,0,1,0,0,0,1
"1458","Untraceable",0,0,0,0,1,0,0,0,1,0,0
"1459","Blast from the Past",0,0,0,1,1,0,0,1,0,0,1
"1460","Flash Gordon",1,0,0,0,0,0,0,0,0,1,1
"1461","Jersey Girl",0,0,0,1,1,0,0,1,0,0,0
"1462","Alex Cross",1,0,1,0,0,0,0,0,1,0,0
"1463","Midnight in the Garden of Good and Evil",0,0,1,0,1,0,0,0,1,0,0
"1464","Heist",1,0,0,0,0,0,0,0,1,0,0
"1465","Nanny McPhee Returns",0,0,0,1,0,1,0,0,0,0,0
"1466","Hoffa",0,0,0,0,1,0,0,0,0,0,0
"1467","The X Files: I Want to Believe",0,0,1,0,1,0,0,0,1,0,1
"1468","Ella Enchanted",0,0,0,1,0,1,0,1,0,0,0
"1469","Concussion",0,0,0,0,1,0,0,0,0,0,0
"1470","Abduction",1,0,1,0,0,0,0,0,1,0,0
"1471","Valiant",0,1,0,1,0,1,0,0,0,1,0
"1472","Wonder Boys",0,0,0,1,1,0,0,0,0,0,0
"1473","Superhero Movie",1,0,0,1,0,0,0,0,1,0,1
"1474","Broken City",0,0,0,0,1,0,0,0,1,0,0
"1475","Cursed",0,0,0,1,0,0,1,0,0,0,0
"1476","Premium Rush",1,0,0,0,0,0,0,0,1,0,0
"1477","Hot Pursuit",1,0,0,1,0,0,0,0,0,0,0
"1478","The Four Feathers",0,0,0,0,1,0,0,1,0,1,0
"1479","Parker",1,0,0,0,0,0,0,1,1,0,0
"1480","Wimbledon",0,0,0,1,0,0,0,1,0,0,0
"1481","Furry Vengeance",0,0,0,1,0,1,0,0,0,0,0
"1482","Bait",1,0,0,0,0,0,1,0,0,0,1
"1483","Krull",1,0,0,0,0,0,0,0,0,1,0
"1484","Lions for Lambs",0,0,0,0,1,0,0,0,1,0,0
"1485","Flight of the Intruder",1,0,0,0,1,0,0,0,1,0,0
"1486","Walk Hard: The Dewey Cox Story",0,0,0,1,0,0,0,0,0,0,0
"1487","The Shipping News",0,0,0,0,1,0,0,0,0,0,0
"1488","American Outlaws",1,0,0,0,0,0,0,0,0,0,0
"1489","The Young Victoria",0,0,0,0,1,0,0,1,0,0,0
"1490","Whiteout",1,0,1,0,0,0,0,0,1,0,0
"1491","The Tree of Life",0,0,0,0,1,0,0,0,0,0,0
"1492","Knock Off",1,0,0,1,0,0,0,0,1,0,0
"1493","Sabotage",1,0,0,0,1,0,0,0,1,0,0
"1494","The Order",1,0,1,0,0,0,0,0,1,0,0
"1495","Punisher: War Zone",1,0,0,0,1,0,0,0,1,0,0
"1496","Zoom",1,0,0,0,0,1,0,0,0,1,1
"1497","The Walk",0,0,0,0,1,0,0,0,1,1,0
"1498","Warriors of Virtue",1,0,0,0,0,0,0,0,0,1,0
"1499","A Good Year",0,0,0,1,1,0,0,1,0,0,0
"1500","Luther            ",0,0,1,0,1,0,0,0,1,0,0
"1501","Radio Flyer",0,0,0,0,1,0,0,0,0,0,0
"1502","Blood In, Blood Out",0,0,0,0,1,0,0,0,0,0,0
"1503","Smilla's Sense of Snow",1,0,0,0,1,0,0,0,1,0,1
"1504","Femme Fatale",0,0,1,0,1,0,0,0,1,0,0
"1505","Lion of the Desert",0,0,0,0,1,0,0,0,0,0,0
"1506","The Horseman on the Roof",0,0,0,0,1,0,0,1,0,1,0
"1507","Ride with the Devil",0,0,0,0,1,0,0,1,0,0,0
"1508","Biutiful",0,0,0,0,1,0,0,0,0,0,0
"1509","The Lovers",1,0,0,0,0,0,0,1,0,1,1
"1510","Bandidas",1,0,0,1,0,0,0,0,0,0,0
"1511","Black Water Transit",0,0,0,0,1,0,0,0,0,0,0
"1512","The Maze Runner",1,0,1,0,0,0,0,0,1,0,1
"1513","Unfinished Business",0,0,0,1,0,0,0,0,0,0,0
"1514","The Age of Innocence",0,0,0,0,1,0,0,1,0,0,0
"1515","The Fountain",0,0,0,0,1,0,0,0,0,0,1
"1516","Chill Factor",1,0,0,1,1,0,0,0,1,1,0
"1517","Stolen",1,0,0,0,1,0,0,0,1,0,0
"1518","Ponyo",0,1,0,0,0,1,0,0,0,1,0
"1519","The Longest Ride",0,0,0,0,1,0,0,1,0,0,0
"1520","The Astronaut's Wife",0,0,0,0,1,0,0,0,1,0,1
"1521","I Dreamed of Africa",0,0,0,0,1,0,0,1,0,1,0
"1522","Playing for Keeps",0,0,0,1,0,0,0,1,0,0,0
"1523","Mandela: Long Walk to Freedom",0,0,0,0,1,0,0,0,0,0,0
"1524","Reds",0,0,0,0,1,0,0,1,0,0,0
"1525","A Few Good Men",0,0,0,0,1,0,0,0,1,0,0
